palabras,valor
afecta,0.01691903654143251
rojo,0.016890096869916316
lozoya,0.01678771266074026
pan,0.016756117192444422
población,0.016752896910205928
temas,0.016582040822105754
acusaciones,0.016468832390438125
importantes,0.016426000087719172
mensaje,0.015998030226053877
entregado,0.015645553191519283
importante,0.01563613749865575
cambiando,0.01551613174777384
dirigido,0.015322608377045532
contrapelo,0.015294983378440086
llamada,0.015245305054892602
tren,0.015165321162820633
vendida,0.015147524732220462
plena,0.015059694650308895
ánimos,0.015046350366185762
universal,0.014869138845599232
linchamiento,0.014759645432071991
exceso,0.014589757161965944
duración,0.01450859793144052
frecuencia,0.014458059049995827
legislador,0.014147159137965994
dinero,0.014052888532945675
programa,0.0139956640266277
criterios,0.01391072900140726
conferencia,0.013896520436728567
usando,0.013870450014890366
cuestiona,0.013798299479252693
secretario,0.013354174016169906
advierte,0.013316149101518761
spin,0.013164532423963858
debemos,0.012953320529971894
proyectos,0.012905437576772824
recordó,0.012848810044423847
excesos,0.012821126640895549
parar,0.012741996263498642
personas,0.012630489728811152
tipo,0.012514208604606114
conciliación,0.01244101862818146
propaganda,0.01238609344481393
gusta,0.012281167594065653
escrita,0.012055615544269278
réplica,0.011933419197927793
mayoría,0.011684191940210144
días,0.011346235215856652
persona,0.011296725597435244
enorme,0.01120579940468927
fuego,0.01119885441799924
adversos,0.011168793980964804
violencia,0.011126551411475548
fox,0.01088683337025225
aparato,0.01088625514073658
mediático,0.010863950659938755
exigimos,0.01086237571629714
moderados,0.010785786441918637
cree,0.01067804733732802
claro,0.010668775920321828
administración,0.010546514816564575
contrario,0.010397763873763347
pública,0.010264227823133987
medidas,0.010208409252932501
servidores,0.010157696757283619
nación,0.010090565500734398
reforma,0.00997235579570272
reacción,0.009745530618697084
merecen,0.009666827983556546
masiva,0.009472529259480288
presidentes,0.009448233935799825
bajó,0.009431412259184615
acto,0.009192450282424
anteriores,0.009101358024047192
perdiendo,0.009094340138182864
claros,0.009081106479719764
deberían,0.008959607575851736
ciudadano,0.008928655376859591
reversa,0.008484678356309236
transportes,0.00841322935295854
contrapesos,0.00835699570421273
detenido,0.008245177037192686
gobiernos,0.008213689233335392
trabajadores,0.008194640198829095
expresiones,0.008191446740204812
estabilidad,0.008179735974864164
directivos,0.008136821138934542
hipócritas,0.007931590841630769
moscas,0.00789433523561136
águila,0.007881928380435554
miedo,0.007779371996513051
estigmatizar,0.007777436935470892
polarizado,0.0077716723198857345
abrirse,0.007767862697762598
auténtica,0.007765967819046022
pluralidad,0.007764079516167288
positivo,0.00774991154734129
genera,0.007748372914117906
denuncia,0.007686736592051277
pretexto,0.00766962133825066
control,0.007632729793788992
ideas,0.007531649479355529
felipe,0.007518940216747623
determinados,0.007414286693202803
debería,0.00736905287916542
esperar,0.007365017278226709
cuestionan,0.0073258260118648656
echando,0.007239729338753012
equivocación,0.007188559225587571
posicionamiento,0.0071318596147703466
negativas,0.007091219245903111
idea,0.007078370725513211
investidura,0.0070354000695045885
morena,0.007011107366094001
natural,0.007005010194922785
mañaneras,0.00700263444256443
positivas,0.006989519438201756
cambio,0.0069743528988478395
listas,0.006965148910261683
concentrar,0.00695195774611535
zedillo,0.006948551417770187
presupuesto,0.0069334446538064694
complicidad,0.006928222059278993
salinas,0.006899595259967546
encubrimos,0.006895312914880521
calidad,0.00688542039770308
políticamente,0.006867912257214299
sociedad,0.006864559305380742
pruebas,0.006858511496801155
fundamentales,0.0068445303648926835
populistas,0.006840177937722172
radicales,0.006823313866129622
criticando,0.006821884427922982
impulsar,0.006811390659627952
visión,0.00680852119424808
fuerza,0.006803669007631336
alejandro,0.006789425768111548
servicio,0.006768993213695909
presencia,0.006764112241104885
termina,0.00675976095323145
crimen,0.006759020047208813
organizado,0.006758654996347584
pareció,0.006736895703825152
ilegales,0.0067336675194090406
determinadas,0.0067272632267609996
permanente,0.006721908726888272
firmo,0.006709557311414999
bancada,0.0033419614574267914
longoria,0.0033419614574267914
lamentó,0.0033419614574267914
delitos,0.0033419614574267914
detención,0.0033419614574267914
escribió,0.0033419614574267914
absurdo,0.0033419614574267914
investiga,0.0033419614574267914
ofrece,0.0033419614574267914
suspender,0.0033419614574267914
militares,0.0033419614574267914
colaborado,0.0033419614574267914
iniciar,0.0033419614574267914
titular,0.0033419614574267914
sedena,0.0033419614574267914
cresencio,0.0033419614574267914
sandoval,0.0033419614574267914
promocionado,0.0033419614574267914
agenda,0.0033419614574267914
legislativa,0.0033419614574267914
derechos,0.0033419614574267914
humanos,0.0033419614574267914
federal,0.0033419614574267914
explique,0.0033419614574267914
detener,0.0033419614574267914
culpables,0.0033419614574267914
chamba,0.0033419614574267914
balazos,0.0033419614574267914
visita,0.0033419614574267914
número,0.0033419614574267914
blas,0.0033419614574267914
atempa,0.0033419614574267914
comenzaron,0.0033419614574267914
congregarse,0.0033419614574267914
exigir,0.0033419614574267914
conclusión,0.0033419614574267914
sismo,0.0033419614574267914
padres,0.0033419614574267914
madres,0.0033419614574267914
familia,0.0033419614574267914
istmo,0.0033419614574267914
manifestar,0.0033419614574267914
urgencia,0.0033419614574267914
concluya,0.0033419614574267914
denunciar,0.0033419614574267914
licenciada,0.0033419614574267914
marisol,0.0033419614574267914
martín,0.0033419614574267914
bolaños,0.0033419614574267914
homero,0.0033419614574267914
barosio,0.0033419614574267914
solapar,0.0033419614574267914
retiren,0.0033419614574267914
solapado,0.0033419614574267914
extesorera,0.0033419614574267914
gladys,0.0033419614574267914
carmen,0.0033419614574267914
robo,0.0033419614574267914
pesos,0.0033419614574267914
quedaron,0.0033419614574267914
inconclusas,0.0033419614574267914
declaró,0.0033419614574267914
eliset,0.0033419614574267914
pérez,0.0033419614574267914
actual,0.0033419614574267914
tesorera,0.0033419614574267914
lee,0.0033419614574267914
conservadurismo,0.0033419614574267914
llevará,0.0033419614574267914
cabo,0.0033419614574267914
cuarta,0.0033419614574267914
transformación,0.0033419614574267914
exhiben,0.0033419614574267914
faltan,0.0033419614574267914
rehabilitar,0.0033419614574267914
remarcan,0.0033419614574267914
solicitud,0.0033419614574267914
terminar,0.0033419614574267914
avance,0.0033419614574267914
esperan,0.0033419614574267914
llegue,0.0033419614574267914
encabezar,0.0033419614574267914
dará,0.0033419614574267914
apoyos,0.0033419614574267914
damnificados,0.0033419614574267914
sismos,0.0033419614574267914
protestó,0.0033419614574267914
llegada,0.0033419614574267914
organización,0.0033419614574267914
reunieron,0.0033419614574267914
solicitar,0.0033419614574267914
intervención,0.0033419614574267914
despidos,0.0033419614574267914
operadora,0.0033419614574267914
línea,0.0033419614574267914
sede,0.0033419614574267914
contingencia,0.0033419614574267914
afectados,0.0033419614574267914
señalaron,0.0033419614574267914
plantón,0.0033419614574267914
pacífica,0.0033419614574267914
enfrente,0.0033419614574267914
ford,0.0033419614574267914
salina,0.0033419614574267914
exempleados,0.0033419614574267914
exigen,0.0033419614574267914
otorgue,0.0033419614574267914
justa,0.0033419614574267914
liquidación,0.0033419614574267914
ley,0.0033419614574267914
autoridades,0.0033419614574267914
federales,0.0033419614574267914
competentes,0.0033419614574267914
indagar,0.0033419614574267914
sat,0.0033419614574267914
imss,0.0033419614574267914
defrauda,0.0033419614574267914
outsourcing,0.0033419614574267914
proveedores,0.0033419614574267914
colaboradores,0.0033419614574267914
catalina,0.0033419614574267914
dirigente,0.0033419614574267914
activista,0.0033419614574267914
trate,0.0033419614574267914
clase,0.0033419614574267914
obrera,0.0033419614574267914
delincuentes,0.0033419614574267914
únicamente,0.0033419614574267914
buscan,0.0033419614574267914
interponiendo,0.0033419614574267914
legales,0.0033419614574267914
junta,0.0033419614574267914
arbitraje,0.0033419614574267914
querellas,0.0033419614574267914
ministerio,0.0033419614574267914
diversas,0.0033419614574267914
externó,0.0033419614574267914
solidaridad,0.0033419614574267914
socios,0.0033419614574267914
cooperativa,0.0033419614574267914
azul,0.0033419614574267914
lagunas,0.0033419614574267914
viven,0.0033419614574267914
momentos,0.0033419614574267914
tensión,0.0033419614574267914
incertidumbre,0.0033419614574267914
suscitados,0.0033419614574267914
octubre,0.0033419614574267914
expuso,0.0033419614574267914
demandas,0.0033419614574267914
doctor,0.0033419614574267914
ernesto,0.0033419614574267914
serna,0.0033419614574267914
armando,0.0033419614574267914
fuentes,0.0033419614574267914
aquino,0.0033419614574267914
exagente,0.0033419614574267914
municipal,0.0033419614574267914
comunidad,0.0033419614574267914
cerro,0.0033419614574267914
ixhuatán,0.0033419614574267914
tapanatepec,0.0033419614574267914
criticó,0.0033419614574267914
intromisión,0.0033419614574267914
exhortó,0.0033419614574267914
permitir,0.0033419614574267914
comprueben,0.0033419614574267914
indudablemente,0.0033419614574267914
convivieron,0.0033419614574267914
responsabilidad,0.0033419614574267914
introducción,0.0033419614574267914
armas,0.0033419614574267914
operativo,0.0033419614574267914
rápido,0.0033419614574267914
furioso,0.0033419614574267914
acusa,0.0033419614574267914
involucra,0.0033419614574267914
participado,0.0033419614574267914
acompañado,0.0033419614574267914
gobernador,0.0033419614574267914
murat,0.0033419614574267914
metida,0.0033419614574267914
completamente,0.0033419614574267914
sexenios,0.0033419614574267914
pasados,0.0033419614574267914
marina,0.0033419614574267914
agradecer,0.0033419614574267914
homólogo,0.0033419614574267914
donald,0.0033419614574267914
trump,0.0033419614574267914
ofrecido,0.0033419614574267914
materia,0.0033419614574267914
permitirá,0.0033419614574267914
institución,0.0033419614574267914
cometió,0.0033419614574267914
actuación,0.0033419614574267914
descarta,0.0033419614574267914
demuestren,0.0033419614574267914
resulta,0.0033419614574267914
culpable,0.0033419614574267914
relacionados,0.0033419614574267914
retirados,0.0033419614574267914
sometidos,0.0033419614574267914
juicios,0.0033419614574267914
investigó,0.0033419614574267914
extitular,0.0033419614574267914
conocía,0.0033419614574267914
trabajaban,0.0033419614574267914
juntos,0.0033419614574267914
damos,0.0033419614574267914
impunidad,0.0033419614574267914
debo,0.0033419614574267914
amo,0.0033419614574267914
fallar,0.0033419614574267914
adelantarse,0.0033419614574267914
acusar,0.0033419614574267914
expresidentes,0.0033419614574267914
actuaciones,0.0033419614574267914
presuntamente,0.0033419614574267914
duda,0.0033419614574267914
detenidos,0.0033419614574267914
acusados,0.0033419614574267914
vinculación,0.0033419614574267914
grave,0.0033419614574267914
señal,0.0033419614574267914
inequívoca,0.0033419614574267914
decadencia,0.0033419614574267914
régimen,0.0033419614574267914
acabarse,0.0033419614574267914
proceso,0.0033419614574267914
transición,0.0033419614574267914
viejo,0.0033419614574267914
morir,0.0033419614574267914
nacer,0.0033419614574267914
reitera,0.0033419614574267914
historiador,0.0033419614574267914
analista,0.0033419614574267914
josé,0.0033419614574267914
antonio,0.0033419614574267914
crespo,0.0033419614574267914
acerca,0.0033419614574267914
investigador,0.0033419614574267914
profesor,0.0033419614574267914
cide,0.0033419614574267914
centro,0.0033419614574267914
docencia,0.0033419614574267914
económicas,0.0033419614574267914
sostiene,0.0033419614574267914
directa,0.0033419614574267914
ensayista,0.0033419614574267914
colaborador,0.0033419614574267914
firmantes,0.0033419614574267914
respuestas,0.0033419614574267914
ayuden,0.0033419614574267914
ven,0.0033419614574267914
adentro,0.0033419614574267914
estadistas,0.0033419614574267914
reconocido,0.0033419614574267914
bienvenida,0.0033419614574267914
necesariamente,0.0033419614574267914
contestan,0.0033419614574267914
diciendo,0.0033419614574267914
equivocando,0.0033419614574267914
datos,0.0033419614574267914
creemos,0.0033419614574267914
salvo,0.0033419614574267914
excepciones,0.0033419614574267914
contesta,0.0033419614574267914
descalificativos,0.0033419614574267914
porfirio,0.0033419614574267914
bocas,0.0033419614574267914
rentable,0.0033419614574267914
maya,0.0033419614574267914
porqué,0.0033419614574267914
cuáles,0.0033419614574267914
estudios,0.0033419614574267914
responde,0.0033419614574267914
afectando,0.0033419614574267914
intereses,0.0033419614574267914
ad,0.0033419614574267914
hominem,0.0033419614574267914
feministas,0.0033419614574267914
familiares,0.0033419614574267914
víctimas,0.0033419614574267914
científicos,0.0033419614574267914
organismos,0.0033419614574267914
cívicos,0.0033419614574267914
mete,0.0033419614574267914
cajón,0.0033419614574267914
pobres,0.0033419614574267914
platicar,0.0033419614574267914
recibe,0.0033419614574267914
oír,0.0033419614574267914
demagogo,0.0033419614574267914
populista,0.0033419614574267914
típico,0.0033419614574267914
democrática,0.0033419614574267914
traduce,0.0033419614574267914
exacerbar,0.0033419614574267914
vayan,0.0033419614574267914
personaliza,0.0033419614574267914
realidad,0.0033419614574267914
preguntar,0.0033419614574267914
defender,0.0033419614574267914
vuelto,0.0033419614574267914
reiterar,0.0033419614574267914
voces,0.0033419614574267914
propósito,0.0033419614574267914
real,0.0033419614574267914
expone,0.0033419614574267914
foro,0.0033419614574267914
discursiva,0.0033419614574267914
adoctrinando,0.0033419614574267914
enemigos,0.0033419614574267914
hagan,0.0033419614574267914
básicas,0.0033419614574267914
simple,0.0033419614574267914
blanco,0.0033419614574267914
negro,0.0033419614574267914
logrado,0.0033419614574267914
llegar,0.0033419614574267914
multitudes,0.0033419614574267914
maniqueo,0.0033419614574267914
llegarle,0.0033419614574267914
masas,0.0033419614574267914
adoctrinarlos,0.0033419614574267914
utiliza,0.0033419614574267914
pira,0.0033419614574267914
acusando,0.0033419614574267914
presunción,0.0033419614574267914
inocencia,0.0033419614574267914
callan,0.0033419614574267914
exacto,0.0033419614574267914
preguntas,0.0033419614574267914
directas,0.0033419614574267914
incómodas,0.0033419614574267914
difíciles,0.0033419614574267914
contestar,0.0033419614574267914
media,0.0033419614574267914
hora,0.0033419614574267914
pasaba,0.0033419614574267914
siglo,0.0033419614574267914
xix,0.0033419614574267914
maneja,0.0033419614574267914
simplifica,0.0033419614574267914
evadir,0.0033419614574267914
acuerda,0.0033419614574267914
hablando,0.0033419614574267914
compararía,0.0033419614574267914
formas,0.0033419614574267914
critiquen,0.0033419614574267914
coraje,0.0033419614574267914
dejé,0.0033419614574267914
leer,0.0033419614574267914
periódicos,0.0033419614574267914
sesgados,0.0033419614574267914
recomiendo,0.0033419614574267914
lean,0.0033419614574267914
quejas,0.0033419614574267914
chile,0.0033419614574267914
embona,0.0033419614574267914
dura,0.0033419614574267914
diga,0.0033419614574267914
respondían,0.0033419614574267914
voceros,0.0033419614574267914
daban,0.0033419614574267914
pura,0.0033419614574267914
noto,0.0033419614574267914
frente,0.0033419614574267914
dedica,0.0033419614574267914
criticar,0.0033419614574267914
pareciera,0.0033419614574267914
importa,0.0033419614574267914
imagen,0.0033419614574267914
problemas,0.0033419614574267914
revuelven,0.0033419614574267914
defensiva,0.0033419614574267914
totalmente,0.0033419614574267914
desproporcionada,0.0033419614574267914
exacerba,0.0033419614574267914
llamamos,0.0033419614574267914
situaciones,0.0033419614574267914
echa,0.0033419614574267914
gasolina,0.0033419614574267914
dónde,0.0033419614574267914
escenario,0.0033419614574267914
retroalimentando,0.0033419614574267914
tomando,0.0033419614574267914
radical,0.0033419614574267914
bando,0.0033419614574267914
cobra,0.0033419614574267914
fortalece,0.0033419614574267914
dispuestos,0.0033419614574267914
dialogar,0.0033419614574267914
reconocer,0.0033419614574267914
legitimidad,0.0033419614574267914
interlocutor,0.0033419614574267914
negociar,0.0033419614574267914
quedan,0.0033419614574267914
debilitados,0.0033419614574267914
permiten,0.0033419614574267914
movimiento,0.0033419614574267914
debilitan,0.0033419614574267914
queda,0.0033419614574267914
abierto,0.0033419614574267914
terreno,0.0033419614574267914
verbal,0.0033419614574267914
pasar,0.0033419614574267914
física,0.0033419614574267914
ilegal,0.0033419614574267914
cualquiera,0.0033419614574267914
escenarios,0.0033419614574267914
américa,0.0033419614574267914
latina,0.0033419614574267914
golpes,0.0033419614574267914
bolivia,0.0033419614574267914
vimos,0.0033419614574267914
sé,0.0033419614574267914
dirección,0.0033419614574267914
creciente,0.0033419614574267914
sirve,0.0033419614574267914
receta,0.0033419614574267914
confrontan,0.0033419614574267914
descalifican,0.0033419614574267914
conmigo,0.0033419614574267914
inventó,0.0033419614574267914
usado,0.0033419614574267914
cerrar,0.0033419614574267914
filas,0.0033419614574267914
radicalizarlos,0.0033419614574267914
empezar,0.0033419614574267914
justificar,0.0033419614574267914
amenazan,0.0033419614574267914
recurrir,0.0033419614574267914
emergencia,0.0033419614574267914
implican,0.0033419614574267914
desconocer,0.0033419614574267914
debilitar,0.0033419614574267914
beneficia,0.0033419614574267914
acaso,0.0033419614574267914
eventualmente,0.0033419614574267914
volver,0.0033419614574267914
sale,0.0033419614574267914
operación,0.0033419614574267914
ofreció,0.0033419614574267914
cumplió,0.0033419614574267914
interesa,0.0033419614574267914
condicionando,0.0033419614574267914
demócrata,0.0033419614574267914
haría,0.0033419614574267914
hará,0.0033419614574267914
vemos,0.0033419614574267914
fideicomisos,0.0033419614574267914
condicionados,0.0033419614574267914
razón,0.0033419614574267914
criticaba,0.0033419614574267914
único,0.0033419614574267914
cambian,0.0033419614574267914
destinatarios,0.0033419614574267914
vía,0.0033419614574267914
solución,0.0033419614574267914
organismo,0.0033419614574267914
independiente,0.0033419614574267914
ajeno,0.0033419614574267914
tomar,0.0033419614574267914
decisiones,0.0033419614574267914
contraria,0.0033419614574267914
gustan,0.0033419614574267914
autonomías,0.0033419614574267914
manejen,0.0033419614574267914
perfecto,0.0033419614574267914
tirar,0.0033419614574267914
jalar,0.0033419614574267914
distribuirlos,0.0033419614574267914
arbitrariamente,0.0033419614574267914
condicionamiento,0.0033419614574267914
avanzar,0.0033419614574267914
atrás,0.0033419614574267914
avanzado,0.0033419614574267914
mafia,0.0033419614574267914
independientes,0.0033419614574267914
criticamos,0.0033419614574267914
civil,0.0033419614574267914
detrás,0.0033419614574267914
movimientos,0.0033419614574267914
mano,0.0033419614574267914
controlar,0.0033419614574267914
resultados,0.0033419614574267914
acaban,0.0033419614574267914
autonomía,0.0033419614574267914
firmó,0.0033419614574267914
cambiado,0.0033419614574267914
tono,0.0033419614574267914
confirmar,0.0033419614574267914
dijimos,0.0033419614574267914
intimidando,0.0033419614574267914
utilizando,0.0033419614574267914
leña,0.0033419614574267914
seguido,0.0033419614574267914
considero,0.0033419614574267914
socialdemócrata,0.0033419614574267914
fidel,0.0033419614574267914
castro,0.0033419614574267914
hugo,0.0033419614574267914
chávez,0.0033419614574267914
lejos,0.0033419614574267914
aminorarse,0.0033419614574267914
siento,0.0033419614574267914
encono,0.0033419614574267914
capacidad,0.0033419614574267914
comunicarse,0.0033419614574267914
dirijo,0.0033419614574267914
piensan,0.0033419614574267914
entender,0.0033419614574267914
simplemente,0.0033419614574267914
desbaratando,0.0033419614574267914
diálogo,0.0033419614574267914
conocido,0.0033419614574267914
astillero,0.0033419614574267914
exista,0.0033419614574267914
afirma,0.0033419614574267914
matutinas,0.0033419614574267914
columnista,0.0033419614574267914
autor,0.0033419614574267914
libros,0.0033419614574267914
encabronados,0.0033419614574267914
contadas,0.0033419614574267914
conversa,0.0033419614574267914
crearse,0.0033419614574267914
transparentes,0.0033419614574267914
asignados,0.0033419614574267914
quiera,0.0033419614574267914
pensar,0.0033419614574267914
representa,0.0033419614574267914
prudencia,0.0033419614574267914
equilibrio,0.0033419614574267914
figura,0.0033419614574267914
imposible,0.0033419614574267914
mexicano,0.0033419614574267914
deslindarse,0.0033419614574267914
despoja,0.0033419614574267914
hablar,0.0033419614574267914
máxima,0.0033419614574267914
asumir,0.0033419614574267914
licencias,0.0033419614574267914
permisos,0.0033419614574267914
implica,0.0033419614574267914
gobernados,0.0033419614574267914
representados,0.0033419614574267914
absoluta,0.0033419614574267914
representantes,0.0033419614574267914
populares,0.0033419614574267914
obligados,0.0033419614574267914
reflexión,0.0033419614574267914
carga,0.0033419614574267914
reciente,0.0033419614574267914
relaciones,0.0033419614574267914
priismo,0.0033419614574267914
alternancias,0.0033419614574267914
acción,0.0033419614574267914
regidas,0.0033419614574267914
candidato,0.0033419614574267914
vio,0.0033419614574267914
obstruido,0.0033419614574267914
búsqueda,0.0033419614574267914
electoral,0.0033419614574267914
complicidades,0.0033419614574267914
términos,0.0033419614574267914
generales,0.0033419614574267914
interés,0.0033419614574267914
económico,0.0033419614574267914
dueños,0.0033419614574267914
inversionistas,0.0033419614574267914
peculiar,0.0033419614574267914
segmentos,0.0033419614574267914
exagerado,0.0033419614574267914
anecdotario,0.0033419614574267914
aportan,0.0033419614574267914
sustancia,0.0033419614574267914
informativa,0.0033419614574267914
constituyen,0.0033419614574267914
contexto,0.0033419614574267914
crítico,0.0033419614574267914
alterados,0.0033419614574267914
u,0.0033419614574267914
ofendidos,0.0033419614574267914
recorte,0.0033419614574267914
publicitario,0.0033419614574267914
desatención,0.0033419614574267914
entendimientos,0.0033419614574267914
llaman,0.0033419614574267914
solicitudes,0.0033419614574267914
subir,0.0033419614574267914
bajar,0.0033419614574267914
generado,0.0033419614574267914
crispado,0.0033419614574267914
vive,0.0033419614574267914
apoya,0.0033419614574267914
actuando,0.0033419614574267914
costado,0.0033419614574267914
llevarlo,0.0033419614574267914
interferido,0.0033419614574267914
distorsionado,0.0033419614574267914
cantidad,0.0033419614574267914
convencionales,0.0033419614574267914
vivimos,0.0033419614574267914
pelea,0.0033419614574267914
ideológica,0.0033419614574267914
reivindicando,0.0033419614574267914
escuchado,0.0033419614574267914
expresarse,0.0033419614574267914
contravenir,0.0033419614574267914
constituido,0.0033419614574267914
catálogo,0.0033419614574267914
opinantes,0.0033419614574267914
articulistas,0.0033419614574267914
etapa,0.0033419614574267914
constante,0.0033419614574267914
entendimiento,0.0033419614574267914
